trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
"903.TA.91-12-j22-1.7.R","24:12:00","24:12:00","8593118-1",1,0,0
"903.TA.91-12-j22-1.7.R","24:14:00","24:14:00","8593112-1",2,0,0
"903.TA.91-12-j22-1.7.R","24:15:00","24:15:00","8592709-1",3,0,0
"903.TA.91-12-j22-1.7.R","24:16:00","24:16:00","8592713-2",4,0,0
"903.TA.91-12-j22-1.7.R","24:18:00","24:18:00","8592706-2",5,0,0
"903.TA.91-12-j22-1.7.R","24:19:00","24:19:00","8592694-2",6,0,0
"903.TA.91-12-j22-1.7.R","24:20:00","24:20:00","8592833-1",7,0,0
"903.TA.91-12-j22-1.7.R","24:22:00","24:22:00","8592778-3",8,0,0
"903.TA.91-12-j22-1.7.R","24:23:00","24:23:00","8592829-2",9,0,0
"903.TA.91-12-j22-1.7.R","24:25:00","24:25:00","8592924-1",10,0,0
"903.TA.91-12-j22-1.7.R","24:25:00","24:25:00","8592910-4",11,0,0
"903.TA.91-12-j22-1.7.R","24:27:00","24:27:00","8587061-10",12,0,0
"903.TA.91-12-j22-1.7.R","24:29:00","24:29:00","8592862-1",13,0,0
"903.TA.91-12-j22-1.7.R","24:30:00","24:30:00","8587387-1",14,0,0
"903.TA.91-12-j22-1.7.R","24:31:00","24:31:00","8592885-4",15,0,0
"903.TA.91-12-j22-1.7.R","24:33:00","24:33:00","8587907-6",16,0,0
"903.TA.91-12-j22-1.7.R","24:34:00","24:34:00","8592887-2",17,0,0
"903.TA.91-12-j22-1.7.R","24:35:00","24:35:00","8592780-2",18,0,0
"903.TA.91-12-j22-1.7.R","24:37:00","24:37:00","8592789-1",19,0,0
"903.TA.91-12-j22-1.7.R","24:38:00","24:38:00","8592669-3",20,0,0
"903.TA.91-12-j22-1.7.R","24:39:00","24:39:00","8592677-3",21,0,0
"903.TA.91-12-j22-1.7.R","24:41:00","24:41:00","8592668-1",22,0,0
"903.TA.91-12-j22-1.7.R","24:42:00","24:42:00","8587437-4",23,0,0
"903.TA.91-12-j22-1.7.R","24:44:00","24:44:00","8592670-1",24,0,0
"903.TA.91-12-j22-1.7.R","24:45:00","24:45:00","8587075-3",25,0,0
"45.TA.91-12-j22-1.3.H","04:40:00","04:40:00","8587075-7",1,0,0
"45.TA.91-12-j22-1.3.H","04:41:00","04:41:00","8592670-2",2,0,0
"45.TA.91-12-j22-1.3.H","04:43:00","04:43:00","8587437-3",3,0,0
"45.TA.91-12-j22-1.3.H","04:44:00","04:44:00","8592668-2",4,0,0
"45.TA.91-12-j22-1.3.H","04:45:00","04:45:00","8592677-2",5,0,0
"45.TA.91-12-j22-1.3.H","04:47:00","04:47:00","8592669-1",6,0,0
"45.TA.91-12-j22-1.3.H","04:48:00","04:48:00","8592789-2",7,0,0
"45.TA.91-12-j22-1.3.H","04:50:00","04:50:00","8592780-4",8,0,0
"45.TA.91-12-j22-1.3.H","04:51:00","04:51:00","8592887-3",9,0,0
"45.TA.91-12-j22-1.3.H","04:52:00","04:52:00","8587907-5",10,0,0
"45.TA.91-12-j22-1.3.H","04:54:00","04:54:00","8592885-5",11,0,0
"45.TA.91-12-j22-1.3.H","04:56:00","04:56:00","8587387-5",12,0,0
"45.TA.91-12-j22-1.3.H","04:56:00","04:56:00","8592862-2",13,0,0
"45.TA.91-12-j22-1.3.H","04:58:00","04:58:00","8587061-1",14,0,0
"45.TA.91-12-j22-1.3.H","04:59:00","04:59:00","8592910-1",15,0,0
"45.TA.91-12-j22-1.3.H","05:00:00","05:00:00","8592924-2",16,0,0
"45.TA.91-12-j22-1.3.H","05:02:00","05:02:00","8592829-1",17,0,0
"45.TA.91-12-j22-1.3.H","05:03:00","05:03:00","8592778-4",18,0,0
"45.TA.91-12-j22-1.3.H","05:05:00","05:05:00","8592833-2",19,0,0
"45.TA.91-12-j22-1.3.H","05:06:00","05:06:00","8592694-1",20,0,0
"45.TA.91-12-j22-1.3.H","05:07:00","05:07:00","8592706-1",21,0,0
"45.TA.91-12-j22-1.3.H","05:09:00","05:09:00","8592713-3",22,0,0
"45.TA.91-12-j22-1.3.H","05:10:00","05:10:00","8592709-3",23,0,0
"45.TA.91-12-j22-1.3.H","05:11:00","05:11:00","8593112-2",24,0,0
"45.TA.91-12-j22-1.3.H","05:13:00","05:13:00","8593118-1",25,0,0
"126.TA.91-14-j22-1.3.H","08:41:00","08:41:00","8508134-2",1,0,0
"126.TA.91-14-j22-1.3.H","08:42:00","08:42:00","8508128-2",2,0,0
"126.TA.91-14-j22-1.3.H","08:43:00","08:43:00","8508130-3",3,0,0
"126.TA.91-14-j22-1.3.H","08:44:00","08:44:00","8508132-1",4,0,0
"126.TA.91-14-j22-1.3.H","08:46:00","08:46:00","8592660-3",5,0,0
"126.TA.91-14-j22-1.3.H","08:47:00","08:47:00","8587386-4",6,0,0
"126.TA.91-14-j22-1.3.H","08:48:00","08:48:00","8592758-1",7,0,0
"126.TA.91-14-j22-1.3.H","08:49:00","08:49:00","8587080-4",8,0,0
"126.TA.91-14-j22-1.3.H","08:50:00","08:50:00","8593027-2",9,0,0
"126.TA.91-14-j22-1.3.H","08:52:00","08:52:00","8587418-6",10,0,0
"126.TA.91-14-j22-1.3.H","08:53:00","08:53:00","8587082-2",11,0,0
"126.TA.91-14-j22-1.3.H","08:55:00","08:55:00","8592995-2",12,0,0
"126.TA.91-14-j22-1.3.H","08:58:00","08:58:00","8587062-1",13,0,0
"126.TA.91-14-j22-1.3.H","09:00:00","09:00:00","8592874-1",14,0,0
"126.TA.91-14-j22-1.3.H","09:02:00","09:02:00","8592906-3",15,0,0
"126.TA.91-14-j22-1.3.H","09:03:00","09:03:00","8587387-3",16,0,0
"126.TA.91-14-j22-1.3.H","09:05:00","09:05:00","8592812-1",17,0,0
"126.TA.91-14-j22-1.3.H","09:08:00","09:08:00","8587057-7",18,0,0
"126.TA.91-14-j22-1.3.H","09:09:00","09:09:00","8592850-2",19,0,0
"126.TA.91-14-j22-1.3.H","09:11:00","09:11:00","8592889-1",20,0,0
"126.TA.91-14-j22-1.3.H","09:12:00","09:12:00","8592903-3",21,0,0
"126.TA.91-14-j22-1.3.H","09:13:00","09:13:00","8592922-1",22,0,0
"126.TA.91-14-j22-1.3.H","09:15:00","09:15:00","8592791-2",23,0,0
"126.TA.91-14-j22-1.3.H","09:16:00","09:16:00","8593141-1",24,0,0
"126.TA.91-14-j22-1.3.H","09:18:00","09:18:00","8593139-1",25,0,0
"126.TA.91-14-j22-1.3.H","09:19:00","09:19:00","8587924-6",26,0,0
"126.TA.91-14-j22-1.3.H","09:21:00","09:21:00","8593015-4",27,0,0
"126.TA.91-14-j22-1.3.H","09:23:00","09:23:00","8593010-1",28,0,0
"126.TA.91-14-j22-1.3.H","09:24:00","09:24:00","8593022-1",29,0,0
"126.TA.91-14-j22-1.3.H","09:26:00","09:26:00","8594961-2",30,0,0
"1058.TA.91-14-j22-1.6.R","25:53:00","25:53:00","8594961-3",1,0,0
"1058.TA.91-14-j22-1.6.R","25:54:00","25:54:00","8593022-2",2,0,0
"1058.TA.91-14-j22-1.6.R","25:56:00","25:56:00","8593010-2",3,0,0
"1058.TA.91-14-j22-1.6.R","25:57:00","25:57:00","8593015-3",4,0,0
"1058.TA.91-14-j22-1.6.R","26:00:00","26:00:00","8587924-7",5,0,0
"1058.TA.91-14-j22-1.6.R","26:01:00","26:01:00","8593139-2",6,0,0
"1058.TA.91-14-j22-1.6.R","26:02:00","26:02:00","8593141-2",7,0,0
"1058.TA.91-14-j22-1.6.R","26:04:00","26:04:00","8592791-6",8,0,0
"1058.TA.91-14-j22-1.6.R","26:06:00","26:06:00","8592922-2",9,0,0
"1058.TA.91-14-j22-1.6.R","26:07:00","26:07:00","8592903-2",10,0,0
"1058.TA.91-14-j22-1.6.R","26:08:00","26:08:00","8592889-2",11,0,0
"1058.TA.91-14-j22-1.6.R","26:10:00","26:10:00","8592850-1",12,0,0
"1058.TA.91-14-j22-1.6.R","26:12:00","26:12:00","8587057-9",13,0,0
"1058.TA.91-14-j22-1.6.R","26:14:00","26:14:00","8592812-4",14,0,0
"1058.TA.91-14-j22-1.6.R","26:16:00","26:16:00","8587387-4",15,0,0
"1058.TA.91-14-j22-1.6.R","26:17:00","26:17:00","8592906-2",16,0,0
"1058.TA.91-14-j22-1.6.R","26:19:00","26:19:00","8592874-2",17,0,0
"1058.TA.91-14-j22-1.6.R","26:21:00","26:21:00","8587062-3",18,0,0
"1058.TA.91-14-j22-1.6.R","26:24:00","26:24:00","8592995-1",19,0,0
"1058.TA.91-14-j22-1.6.R","26:25:00","26:25:00","8587082-3",20,0,0
"1058.TA.91-14-j22-1.6.R","26:27:00","26:27:00","8587418-2",21,0,0
"1058.TA.91-14-j22-1.6.R","26:28:00","26:28:00","8593027-1",22,0,0
"1058.TA.91-14-j22-1.6.R","26:30:00","26:30:00","8587080-2",23,0,0
"1058.TA.91-14-j22-1.6.R","26:31:00","26:31:00","8592758-2",24,0,0
"1058.TA.91-14-j22-1.6.R","26:32:00","26:32:00","8587386-2",25,0,0
"1058.TA.91-14-j22-1.6.R","26:34:00","26:34:00","8592660-1",26,0,0
"1058.TA.91-14-j22-1.6.R","26:35:00","26:35:00","8508132-2",27,0,0
"1058.TA.91-14-j22-1.6.R","26:36:00","26:36:00","8508130-2",28,0,0
"1058.TA.91-14-j22-1.6.R","26:38:00","26:38:00","8508128-1",29,0,0
"1058.TA.91-14-j22-1.6.R","26:39:00","26:39:00","8508134-1",30,0,0
"895.TA.91-15-j22-1.11.R","05:16:00","05:16:00","8587058-3",1,0,0
"895.TA.91-15-j22-1.11.R","05:16:00","05:16:00","8592905-2",2,0,0
"895.TA.91-15-j22-1.11.R","05:18:00","05:18:00","8592825-2",3,0,0
"895.TA.91-15-j22-1.11.R","05:19:00","05:19:00","8592795-2",4,0,0
"895.TA.91-15-j22-1.11.R","05:21:00","05:21:00","8592863-2",5,0,0
"895.TA.91-15-j22-1.11.R","05:23:00","05:23:00","8587057-4",6,0,0
"895.TA.91-15-j22-1.11.R","05:24:00","05:24:00","8592841-2",7,0,0
"895.TA.91-15-j22-1.11.R","05:26:00","05:26:00","8592906-4",8,0,0
"895.TA.91-15-j22-1.11.R","05:28:00","05:28:00","8592804-4",9,0,0
"895.TA.91-15-j22-1.11.R","05:29:00","05:29:00","8587907-2",10,0,0
"895.TA.91-15-j22-1.11.R","05:31:00","05:31:00","8592915-4",11,0,0
"895.TA.91-15-j22-1.11.R","05:32:00","05:32:00","8592774-1",12,0,0
"895.TA.91-15-j22-1.11.R","05:33:00","05:33:00","8592839-1",13,0,0
"895.TA.91-15-j22-1.11.R","05:34:00","05:34:00","8592842-2",14,0,0
"895.TA.91-15-j22-1.11.R","05:36:00","05:36:00","8592679-2",15,0,0
"895.TA.91-15-j22-1.11.R","05:38:00","05:38:00","8587902-2",16,0,0
"895.TA.91-15-j22-1.11.R","05:39:00","05:39:00","8592983-2",17,0,0
"39.TA.91-15-j22-1.6.H","07:41:00","07:41:00","8592983-3",1,0,0
"39.TA.91-15-j22-1.6.H","07:41:00","07:41:00","8587902-1",2,0,0
"39.TA.91-15-j22-1.6.H","07:44:00","07:44:00","8592679-3",3,0,0
"39.TA.91-15-j22-1.6.H","07:45:00","07:45:00","8592842-1",4,0,0
"39.TA.91-15-j22-1.6.H","07:46:00","07:46:00","8592839-2",5,0,0
"39.TA.91-15-j22-1.6.H","07:48:00","07:48:00","8592774-2",6,0,0
"39.TA.91-15-j22-1.6.H","07:49:00","07:49:00","8592915-2",7,0,0
"39.TA.91-15-j22-1.6.H","07:51:00","07:51:00","8587907-4",8,0,0
"39.TA.91-15-j22-1.6.H","07:52:00","07:52:00","8592804-5",9,0,0
"39.TA.91-15-j22-1.6.H","07:54:00","07:54:00","8592906-1",10,0,0
"39.TA.91-15-j22-1.6.H","07:56:00","07:56:00","8592831-1",11,0,0
"39.TA.91-15-j22-1.6.H","07:58:00","07:58:00","8587057-5",12,0,0
"39.TA.91-15-j22-1.6.H","07:59:00","07:59:00","8592863-1",13,0,0
"39.TA.91-15-j22-1.6.H","08:00:00","08:00:00","8592795-1",14,0,0
"39.TA.91-15-j22-1.6.H","08:02:00","08:02:00","8592825-1",15,0,0
"39.TA.91-15-j22-1.6.H","08:03:00","08:03:00","8592905-1",16,0,0
"39.TA.91-15-j22-1.6.H","08:05:00","08:05:00","8587058-3",17,0,0
"442.TA.91-17-j22-1.13.R","08:58:00","08:58:00","8595358-1",1,0,0
"442.TA.91-17-j22-1.13.R","09:00:00","09:00:00","8595364-1",2,0,0
"442.TA.91-17-j22-1.13.R","09:02:00","09:02:00","1400017-1",3,0,0
"442.TA.91-17-j22-1.13.R","09:03:00","09:03:00","1400015-2",4,0,0
"442.TA.91-17-j22-1.13.R","09:05:00","09:05:00","8593118-3",5,0,0
"442.TA.91-17-j22-1.13.R","09:06:00","09:06:00","8593112-1",6,0,0
"442.TA.91-17-j22-1.13.R","09:07:00","09:07:00","8592709-1",7,0,0
"442.TA.91-17-j22-1.13.R","09:09:00","09:09:00","8592713-2",8,0,0
"442.TA.91-17-j22-1.13.R","09:10:00","09:10:00","8592706-2",9,0,0
"442.TA.91-17-j22-1.13.R","09:11:00","09:11:00","8592694-2",10,0,0
"442.TA.91-17-j22-1.13.R","09:13:00","09:13:00","8592833-1",11,0,0
"442.TA.91-17-j22-1.13.R","09:14:00","09:14:00","8592778-3",12,0,0
"442.TA.91-17-j22-1.13.R","09:15:00","09:15:00","8592829-2",13,0,0
"442.TA.91-17-j22-1.13.R","09:17:00","09:17:00","8592924-1",14,0,0
"442.TA.91-17-j22-1.13.R","09:18:00","09:18:00","8592910-4",15,0,0
"442.TA.91-17-j22-1.13.R","09:19:00","09:19:00","8587061-10",16,0,0
"442.TA.91-17-j22-1.13.R","09:21:00","09:21:00","8592862-1",17,0,0
"442.TA.91-17-j22-1.13.R","09:22:00","09:22:00","8587387-1",18,0,0
"442.TA.91-17-j22-1.13.R","09:24:00","09:24:00","8592885-4",19,0,0
"442.TA.91-17-j22-1.13.R","09:26:00","09:26:00","8587907-2",20,0,0
"442.TA.91-17-j22-1.13.R","09:28:00","09:28:00","8592915-4",21,0,0
"442.TA.91-17-j22-1.13.R","09:29:00","09:29:00","8592774-1",22,0,0
"442.TA.91-17-j22-1.13.R","09:31:00","09:31:00","8592839-1",23,0,0
"442.TA.91-17-j22-1.13.R","09:32:00","09:32:00","8592842-2",24,0,0
"442.TA.91-17-j22-1.13.R","09:33:00","09:33:00","8592679-2",25,0,0
"442.TA.91-17-j22-1.13.R","09:34:00","09:34:00","8589098-3",26,0,0
"8.TA.91-17-j22-1.5.H","05:08:00","05:08:00","8589098-3",1,0,0
"8.TA.91-17-j22-1.5.H","05:10:00","05:10:00","8592679-3",2,0,0
"8.TA.91-17-j22-1.5.H","05:11:00","05:11:00","8592842-1",3,0,0
"8.TA.91-17-j22-1.5.H","05:12:00","05:12:00","8592839-2",4,0,0
"8.TA.91-17-j22-1.5.H","05:14:00","05:14:00","8592774-2",5,0,0
"8.TA.91-17-j22-1.5.H","05:15:00","05:15:00","8592915-2",6,0,0
"8.TA.91-17-j22-1.5.H","05:17:00","05:17:00","8587907-3",7,0,0
"8.TA.91-17-j22-1.5.H","05:19:00","05:19:00","8592885-5",8,0,0
"8.TA.91-17-j22-1.5.H","05:21:00","05:21:00","8587387-5",9,0,0
"8.TA.91-17-j22-1.5.H","05:22:00","05:22:00","8592862-2",10,0,0
"8.TA.91-17-j22-1.5.H","05:24:00","05:24:00","8587061-1",11,0,0
"8.TA.91-17-j22-1.5.H","05:25:00","05:25:00","8592910-1",12,0,0
"8.TA.91-17-j22-1.5.H","05:26:00","05:26:00","8592924-2",13,0,0
"8.TA.91-17-j22-1.5.H","05:28:00","05:28:00","8592829-1",14,0,0
"8.TA.91-17-j22-1.5.H","05:28:00","05:28:00","8592778-4",15,0,0
"8.TA.91-17-j22-1.5.H","05:30:00","05:30:00","8592833-2",16,0,0
"8.TA.91-17-j22-1.5.H","05:31:00","05:31:00","8592694-1",17,0,0
"8.TA.91-17-j22-1.5.H","05:33:00","05:33:00","8592706-1",18,0,0
"8.TA.91-17-j22-1.5.H","05:34:00","05:34:00","8592713-3",19,0,0
"8.TA.91-17-j22-1.5.H","05:35:00","05:35:00","8592709-3",20,0,0
"8.TA.91-17-j22-1.5.H","05:37:00","05:37:00","8593112-2",21,0,0
"8.TA.91-17-j22-1.5.H","05:39:00","05:39:00","8593118-2",22,0,0
"8.TA.91-17-j22-1.5.H","05:40:00","05:40:00","1400015-1",23,0,0
"8.TA.91-17-j22-1.5.H","05:41:00","05:41:00","1400017-2",24,0,0
"8.TA.91-17-j22-1.5.H","05:43:00","05:43:00","8595364-2",25,0,0
"8.TA.91-17-j22-1.5.H","05:45:00","05:45:00","8595358-1",26,0,0
"596.TA.91-18-j22-1.15.R","09:44:00","09:44:00","8587918-2",1,0,0
"596.TA.91-18-j22-1.15.R","09:44:00","09:44:00","8593018-1",2,0,0
"596.TA.91-18-j22-1.15.R","09:46:00","09:46:00","8593013-1",3,0,0
"596.TA.91-18-j22-1.15.R","09:47:00","09:47:00","8593026-1",4,0,0
"596.TA.91-18-j22-1.15.R","09:49:00","09:49:00","8594933-2",5,0,0
"596.TA.91-18-j22-1.15.R","09:50:00","09:50:00","8593015-3",6,0,0
"596.TA.91-18-j22-1.15.R","09:52:00","09:52:00","8587924-7",7,0,0
"596.TA.91-18-j22-1.15.R","09:54:00","09:54:00","8593139-2",8,0,0
"596.TA.91-18-j22-1.15.R","09:55:00","09:55:00","8593141-2",9,0,0
"596.TA.91-18-j22-1.15.R","09:57:00","09:57:00","8592791-6",10,0,0
"596.TA.91-18-j22-1.15.R","09:58:00","09:58:00","8592922-2",11,0,0
"596.TA.91-18-j22-1.15.R","10:00:00","10:00:00","8592903-2",12,0,0
"596.TA.91-18-j22-1.15.R","10:01:00","10:01:00","8592889-2",13,0,0
"596.TA.91-18-j22-1.15.R","10:03:00","10:03:00","8592850-1",14,0,0
"596.TA.91-18-j22-1.15.R","10:04:00","10:04:00","8587057-9",15,0,0
"596.TA.91-18-j22-1.15.R","10:06:00","10:06:00","8592812-4",16,0,0
"596.TA.91-18-j22-1.15.R","10:08:00","10:08:00","8587387-4",17,0,0
"596.TA.91-18-j22-1.15.R","10:10:00","10:10:00","8592885-4",18,0,0
"596.TA.91-18-j22-1.15.R","10:12:00","10:12:00","8587907-6",19,0,0
"596.TA.91-18-j22-1.15.R","10:13:00","10:13:00","8592887-2",20,0,0
"596.TA.91-18-j22-1.15.R","10:14:00","10:14:00","8592780-2",21,0,0
"596.TA.91-18-j22-1.15.R","10:16:00","10:16:00","8592789-1",22,0,0
"596.TA.91-18-j22-1.15.R","10:17:00","10:17:00","8592669-3",23,0,0
"596.TA.91-18-j22-1.15.R","10:18:00","10:18:00","8592677-3",24,0,0
"596.TA.91-18-j22-1.15.R","10:20:00","10:20:00","8592668-1",25,0,0
"596.TA.91-18-j22-1.15.R","10:21:00","10:21:00","8587437-4",26,0,0
"596.TA.91-18-j22-1.15.R","10:23:00","10:23:00","8592670-1",27,0,0
"596.TA.91-18-j22-1.15.R","10:24:00","10:24:00","8587075-9",28,0,0
"596.TA.91-18-j22-1.15.R","10:26:00","10:26:00","8593070-2",29,0,0
"596.TA.91-18-j22-1.15.R","10:27:00","10:27:00","8592992-2",30,0,0
"92.TA.91-18-j22-1.8.H","24:52:00","24:52:00","8592992-4",1,0,0
"92.TA.91-18-j22-1.8.H","24:53:00","24:53:00","8593070-1",2,0,0
"92.TA.91-18-j22-1.8.H","24:56:00","24:56:00","8587075-6",3,0,0
"92.TA.91-18-j22-1.8.H","24:57:00","24:57:00","8592670-2",4,0,0
"92.TA.91-18-j22-1.8.H","24:59:00","24:59:00","8587437-3",5,0,0
"92.TA.91-18-j22-1.8.H","25:00:00","25:00:00","8592668-2",6,0,0
"92.TA.91-18-j22-1.8.H","25:01:00","25:01:00","8592677-2",7,0,0
"92.TA.91-18-j22-1.8.H","25:02:00","25:02:00","8592669-1",8,0,0
"92.TA.91-18-j22-1.8.H","25:04:00","25:04:00","8592789-2",9,0,0
"92.TA.91-18-j22-1.8.H","25:05:00","25:05:00","8592780-4",10,0,0
"92.TA.91-18-j22-1.8.H","25:06:00","25:06:00","8592887-3",11,0,0
"92.TA.91-18-j22-1.8.H","25:08:00","25:08:00","8587907-5",12,0,0
"92.TA.91-18-j22-1.8.H","25:10:00","25:10:00","8592885-5",13,0,0
"92.TA.91-18-j22-1.8.H","25:12:00","25:12:00","8587387-3",14,0,0
"92.TA.91-18-j22-1.8.H","25:14:00","25:14:00","8592812-1",15,0,0
"92.TA.91-18-j22-1.8.H","25:16:00","25:16:00","8587057-7",16,0,0
"92.TA.91-18-j22-1.8.H","25:17:00","25:17:00","8592850-2",17,0,0
"92.TA.91-18-j22-1.8.H","25:19:00","25:19:00","8592889-1",18,0,0
"92.TA.91-18-j22-1.8.H","25:21:00","25:21:00","8592903-3",19,0,0
"92.TA.91-18-j22-1.8.H","25:22:00","25:22:00","8592922-1",20,0,0
"92.TA.91-18-j22-1.8.H","25:23:00","25:23:00","8592791-2",21,0,0
"92.TA.91-18-j22-1.8.H","25:25:00","25:25:00","8593141-1",22,0,0
"92.TA.91-18-j22-1.8.H","25:26:00","25:26:00","8593139-1",23,0,0
"92.TA.91-18-j22-1.8.H","25:28:00","25:28:00","8587924-6",24,0,0
"92.TA.91-18-j22-1.8.H","25:30:00","25:30:00","8593015-4",25,0,0
"92.TA.91-18-j22-1.8.H","25:31:00","25:31:00","8594933-1",26,0,0
"92.TA.91-18-j22-1.8.H","25:33:00","25:33:00","8593026-1",27,0,0
"92.TA.91-18-j22-1.8.H","25:34:00","25:34:00","8593013-1",28,0,0
"92.TA.91-18-j22-1.8.H","25:35:00","25:35:00","8593018-1",29,0,0
"92.TA.91-18-j22-1.8.H","25:36:00","25:36:00","8587918-1",30,0,0
"62.TA.92-10-A-j22-1.3.H","25:06:00","25:06:00","8592775-2",1,0,0
"62.TA.92-10-A-j22-1.3.H","25:06:00","25:06:00","8592929-1",2,0,0
"62.TA.92-10-A-j22-1.3.H","25:07:00","25:07:00","8593021-1",3,0,0
"62.TA.92-10-A-j22-1.3.H","25:09:00","25:09:00","8595027-1",4,0,0
"62.TA.92-10-A-j22-1.3.H","25:10:00","25:10:00","8593158-1",5,0,0
"62.TA.92-10-A-j22-1.3.H","25:11:00","25:11:00","8593165-3",6,0,0
"62.TA.92-10-A-j22-1.3.H","25:12:00","25:12:00","8592791-5",7,0,0
"62.TA.92-10-A-j22-1.3.H","25:14:00","25:14:00","8592826-1",8,0,0
"62.TA.92-10-A-j22-1.3.H","25:16:00","25:16:00","8592835-1",9,0,0
"62.TA.92-10-A-j22-1.3.H","25:17:00","25:17:00","8592802-1",10,0,0
"62.TA.92-10-A-j22-1.3.H","25:18:00","25:18:00","8592818-2",11,0,0
"62.TA.92-10-A-j22-1.3.H","25:20:00","25:20:00","8592890-2",12,0,0
"62.TA.92-10-A-j22-1.3.H","25:21:00","25:21:00","8587057-8",13,0,0
"62.TA.92-10-A-j22-1.3.H","25:23:00","25:23:00","8592812-2",14,0,0
"62.TA.92-10-A-j22-1.3.H","25:25:00","25:26:00","8587387-5",15,0,0
"62.TA.92-10-A-j22-1.3.H","25:27:00","25:27:00","8592862-2",16,0,0
"62.TA.92-10-A-j22-1.3.H","25:29:00","25:29:00","8587061-8",17,0,0
"517.TA.92-10-A-j22-1.6.R","06:00:00","06:00:00","8587061-9",1,0,0
"517.TA.92-10-A-j22-1.6.R","06:02:00","06:02:00","8592883-1",2,0,0
"517.TA.92-10-A-j22-1.6.R","06:04:00","06:04:00","8592856-2",3,0,0
"517.TA.92-10-A-j22-1.6.R","06:05:00","06:05:00","8592862-3",4,0,0
"517.TA.92-10-A-j22-1.6.R","06:07:00","06:07:00","8587387-2",5,0,0
"517.TA.92-10-A-j22-1.6.R","06:09:00","06:09:00","8592812-3",6,0,0
"517.TA.92-10-A-j22-1.6.R","06:10:00","06:10:00","8587057-1",7,0,0
"517.TA.92-10-A-j22-1.6.R","06:12:00","06:12:00","8592890-1",8,0,0
"517.TA.92-10-A-j22-1.6.R","06:13:00","06:13:00","8592818-1",9,0,0
"517.TA.92-10-A-j22-1.6.R","06:14:00","06:14:00","8592802-2",10,0,0
"517.TA.92-10-A-j22-1.6.R","06:16:00","06:16:00","8592835-2",11,0,0
"517.TA.92-10-A-j22-1.6.R","06:18:00","06:18:00","8592826-2",12,0,0
"517.TA.92-10-A-j22-1.6.R","06:20:00","06:20:00","8592791-1",13,0,0
"517.TA.92-10-A-j22-1.6.R","06:21:00","06:21:00","8593165-2",14,0,0
"517.TA.92-10-A-j22-1.6.R","06:22:00","06:22:00","8593158-2",15,0,0
"517.TA.92-10-A-j22-1.6.R","06:23:00","06:23:00","8595027-2",16,0,0
"517.TA.92-10-A-j22-1.6.R","06:25:00","06:25:00","8593021-2",17,0,0
"517.TA.92-10-A-j22-1.6.R","06:26:00","06:26:00","8592929-1",18,0,0
"517.TA.92-10-A-j22-1.6.R","06:27:00","06:27:00","8592775-2",19,0,0
"10.TA.92-11-j22-1.2.H","05:05:00","05:05:00","8592843-1",1,0,0
"10.TA.92-11-j22-1.2.H","05:06:00","05:06:00","8592895-2",2,0,0
"10.TA.92-11-j22-1.2.H","05:08:00","05:08:00","8587058-2",3,0,0
"10.TA.92-11-j22-1.2.H","05:09:00","05:09:00","8592914-1",4,0,0
"10.TA.92-11-j22-1.2.H","05:10:00","05:10:00","8592867-2",5,0,0
"10.TA.92-11-j22-1.2.H","05:11:00","05:11:00","8592832-3",6,0,0
"10.TA.92-11-j22-1.2.H","05:12:00","05:12:00","8592903-1",7,0,0
"10.TA.92-11-j22-1.2.H","05:13:00","05:13:00","8592928-2",8,0,0
"10.TA.92-11-j22-1.2.H","05:14:00","05:14:00","8592802-3",9,0,0
"10.TA.92-11-j22-1.2.H","05:15:00","05:15:00","8592858-1",10,0,0
"10.TA.92-11-j22-1.2.H","05:17:00","05:17:00","8592816-3",11,0,0
"10.TA.92-11-j22-1.2.H","05:18:00","05:18:00","8592904-2",12,0,0
"10.TA.92-11-j22-1.2.H","05:19:00","05:19:00","8587062-3",13,0,0
"10.TA.92-11-j22-1.2.H","05:21:00","05:21:00","8592891-4",14,0,0
"10.TA.92-11-j22-1.2.H","05:22:00","05:22:00","8592920-1",15,0,0
"10.TA.92-11-j22-1.2.H","05:23:00","05:23:00","8592822-1",16,0,0
"10.TA.92-11-j22-1.2.H","05:24:00","05:24:00","8592680-1",17,0,0
"10.TA.92-11-j22-1.2.H","05:25:00","05:25:00","8592667-2",18,0,0
"10.TA.92-11-j22-1.2.H","05:26:00","05:26:00","8587037-5",19,0,0
"10.TA.92-11-j22-1.2.H","05:28:00","05:28:00","8592677-1",20,0,0
"10.TA.92-11-j22-1.2.H","05:28:00","05:28:00","8592678-1",21,0,0
"10.TA.92-11-j22-1.2.H","05:29:00","05:29:00","8592674-2",22,0,0
"10.TA.92-11-j22-1.2.H","05:31:00","05:31:00","8592682-2",23,0,0
"10.TA.92-11-j22-1.2.H","05:33:00","05:33:00","8592793-2",24,0,0
"10.TA.92-11-j22-1.2.H","05:34:00","05:34:00","8592813-3",25,0,0
"10.TA.92-11-j22-1.2.H","05:35:00","05:35:00","8592806-1",26,0,0
"10.TA.92-11-j22-1.2.H","05:36:00","05:36:00","8592849-2",27,0,0
"10.TA.92-11-j22-1.2.H","05:37:00","05:37:00","8592894-2",28,0,0
"10.TA.92-11-j22-1.2.H","05:38:00","05:38:00","8592778-1",29,0,0
"10.TA.92-11-j22-1.2.H","05:39:00","05:39:00","8592829-3",30,0,0
